0,1,2,3,4,5,6,7,8,9,Global
0.22110629047904296,-0.17951207148062243,0.012051652987279836,0.046975970627008395,0.10001611471581477,-0.22149991949017828,1.689208697889228,-0.1326896306302425,-0.20536587553107735,-0.25038709186310915,2.121927965153883e-17
0.5013987814907233,0.2296853675797433,1.4046913567678143,1.3890077918837938,1.024661250103339,0.29353498899049035,2.411897353643491,0.22840618716357994,0.22483601663518477,0.19894337338116344,1.0004268943630947
130.0,46.0,225.0,200.0,187.0,65.0,9.0,169.0,125.0,16.0,1172.0
1.2372394055697598,0.9705010792110748,-0.311042504122279,-0.34842468094463713,-0.19875738942302995,-0.40658845488673917,0.657071784790486,0.5458855810546211,-0.6697279308104259,-1.041944329477218,-4.243855930307766e-17
0.9752616322045125,0.8496055440537286,0.6878410411337091,0.784128104931491,0.9215381667076739,0.822701261721725,0.9893504817580462,0.819177892872518,0.510575053894903,0.09230696891967939,1.0004268943630936
130.0,46.0,225.0,200.0,187.0,65.0,9.0,169.0,125.0,16.0,1172.0
0.6956173325968255,-0.09743582370636608,-0.09560192473395633,-0.07442705745869944,-0.08165556892931618,-0.09392943486536746,-0.07454919049684185,-0.08168665571383893,-0.09713514183474412,-0.09746724217062644,0.0
2.9206898150837644,8.006781952493837e-05,0.008652453628947714,0.0388198231017148,0.03105101977575608,0.01799222890188783,0.02836750092007187,0.03586589865504243,0.0008409734616733852,4.7655848737456594e-05,1.000426894363094
130.0,46.0,225.0,200.0,187.0,65.0,9.0,169.0,125.0,16.0,1172.0
-0.45821300222476546,1.1510137587566975,0.182333857513579,-0.20912658231966066,-0.407913066437571,-0.36429819483983156,-0.29113662256303646,0.012932728636466015,0.4071454043369763,3.557612807474105,3.182891947730824e-17
0.1968203071619718,1.0743766814678153,1.0373998197289906,0.7768422083028983,0.38186465621483356,0.5921273910324415,0.49661352521208874,0.9213313736014692,1.2428261695510308,0.0,1.000426894363094
130.0,46.0,225.0,200.0,187.0,65.0,9.0,169.0,125.0,16.0,1172.0
-0.4716454995003601,1.1731093269938113,0.20067698972872394,-0.20626471781280706,-0.39545725193401643,-0.3837622851953916,-0.29705022660130914,-0.00628382453434886,0.43083902507044936,3.2641938542626345,2.728193098054992e-17
0.2113203879103168,1.0242547942746172,1.071011798928886,0.7885553614161144,0.5311360585712779,0.5745905895034072,0.5319848698327688,0.8883400468689012,1.2274071228881471,0.0,1.000426894363095
130.0,46.0,225.0,200.0,187.0,65.0,9.0,169.0,125.0,16.0,1172.0
-0.09893018318312775,0.3963668146230432,-0.20893855651785495,-0.06463540414654863,0.6757921444602172,-0.2778594651131057,-0.2778594651131057,-0.07140260134774652,-0.2778594651131057,-0.2778594651131057,2.4250605316044375e-17
